,ID,artist,song,link,text,album,released,genre,home_country,singer_age_at_release,entity,topic
Take a loss, come back up just like Coco Grier  
Ain't got to worry bout yo' partner getting caught like a lame  
It won't be over til that big girl from Decatur sang""  
  
(It won't be over till that big girl from Decatur sang!  
East Pointe police don't know a damn thing)  
  
[Big Boi]  
Yeah, it won't be over  
Check this out  
Can you see what I be hearing talking to spirits when I sleep  
Peep this out real quick Slick, we gets on this beat and speak  
about that pimp shit, that walk with that limp shit, that hemp shit  
Looking up in your face I see a coward and a dimwit  
Looking to run up in my private home just like you was the folks  
Serving a warrant to a baby daddy, who do they come to quote?  
On a Tuesday, April Fool's Day, don't get caught slipping  
Leaving the keys off in the ignition, making me guilty by suspicion  
Penny pinchers trying to stack for ninety-six  
Buying another Fleetwood, Diamond took it, so know we's in the mix  
I need to take my ass to the crib and drop the baby off  
Cause them niggas at the corner sto' been looking at me for too long  
Staring like accidents on highways, high days are better than sober ones  
Don't be biased, but I know it has to come  
So I put two in the sky to let them know I'm babysitting  
Y'all don't know nothing bout Big Boi cause that nigga steady dipping  
It ain't over (why that, why that) till the bitch open her mouth up  
and sang  
  
[Big Gipp]  
Took me a long time to get here  
Long time man  
I'm talking about, years, and years  
Riding past funeral fields holding bodies of my peers  
If you don't educate yourself  
Now how the fuck you gonna understand how you posed to get paid?  
Niggas walk around get with shade tree ass ways  
Fuck a fade, let my hair drag  
Back and forth like a see-saw  
Jumping Lily, to lilypad dad  
Looking to get my Goodie feel  
I'm broke in like some old men  
Who'd stop them or would stop  
I'm dropping lines for the big plot  
Sixteen is when I started to dream  
It's ninety-six I'm in your face  
Can you hear that bitch scream?  
  
(It won't be over til that big girl from Decatur sang)

",ATLiens,1996,Hip-hop/rap,United States,21,"['Miser', 'Funeral', 'Big Boi', 'Know Nothing', 'Procuring (prostitution)', 'Fleetwood', 'White House', 'Baby Daddy', 'Lexus', 'Shade tree', 'Hemp', 'Slate', ""April Fools' Day"", 'Hoe (tool)', '2018-04-03T00:00:00.000-04:00', 'Red Dog', 'Bill Clampett', 'Benzo']","['Entertainment', 'Miser', 'Fiction', 'Funeral', 'Literature', 'Culture', 'Popular music', 'Hip hop', 'Recorded music', 'Drama']"

94,95,Outkast,Hey Ya,/o/outkast/hey+ya_10198164.html,"One, two, three!  
My baby don't mess around  
Cause she loves me so  
This I know fo sho!  
  
But does she really wanna  
But can't stand to see me walk out tha door  
Don't try to fight the feeling  
Because the thought alone is killin' me right now  
Thank God for Mom and Dad  
For sticking to together  
Like we don't know how  
  
Hey ya! Hey ya!  
Hey ya! Hey ya!  
Hey ya! Hey ya!  
Hey ya! Hey ya!  
  
You think you've got it  
Oh, you think you've got it  
But got it just don't get it when there's nothin' at all  
We get together  
Oh, we get together  
But separate's always better when there's feelings involved  
Know what they say -its:  
Nothing lasts forever!  
Then what makes it, then what makes it  
Then what makes it, then what makes it  
Then what makes love the exception?  
So why, oh, why, oh  
Why, oh, why, oh, why, oh  
Are we still in denial when we know we're not happy here  
  
Hey ya! (y'all don't want to here me, ya just want to dance) Hey ya!  
Don't want to meet your daddy (oh ohh), just want you in my caddy (oh ohh)  
Hey ya! (oh, oh!) Hey ya! (oh, oh!)  
Don't want to meet your momma, just want to make you cum-a (oh,oh!)  
I'm (oh,oh) I'm (oh,oh) I'm just being honest! (oh,oh)  
I'm just being honest!  
Hey! alright now! alright now, fellas!  
Yea?  
Now, what cooler than being cool?  
Ice cold!  
I can't hear ya! I say what's, what's cooler than being cool?  
Ice cold!  
Alright alright alright alright alright alright alright alright alright
alright alright alright alright alright alright alright!  
Okay, now ladies!  
Yea?  
Now we gonna break this thang down for just a few seconds,  
Now don't have me break this thang down for nothin',  
I want to see you on your badest behavior!  
Lend me some sugar, I am your neighbor!  
Ah! Here we go now,  
Shake it, shake it, shake it, shake it, shake it,  
Shake it, shake it, shake it, shake it,  
Shake it like a Polaroid picture! Hey ya!  
Shake it, shake it, shake it, shake it, shake it,  
Shake it, shake it, shake it, suga!  
Shake it like a Polaroid picture!  
Now all the Beyonce's, and Lucy Lu's, and baby dolls,  
Get on tha floor get on tha floor!  
Shake it like a Polaroid picture!  
Oh, you! oh, you!  
Hey ya!(oh, oh) Hey ya!(oh, oh)  
Hey ya!(oh, oh) Hey ya!(oh, oh)  
Hey ya!(oh, oh) Hey ya!(oh, oh)

",Speakerboxxx/The Love Below,2003,"Pop, Hip-hop/rap",United States,28,"['Hey Ya!', 'Nothing']","['Hey Ya!', 'Recorded music', 'Music media', 'Albums', 'Entertainment', 'Music', 'Television episodes', 'Music industry', 'American television episodes', 'Songs']"

95,96,Outkast,Knowing,/o/outkast/knowing_20229545.html,"[Chorus]  
Brothers on the block knowing  
(from this point on it only gets rougher!)  
Sisters at the crib knowing  
(from this point on it only gets rougher!)  
Preachers at the church knowing, we still get by  
(from this point on it only gets rougher!)  
Teachers at the school knowing  
(from this point on it only gets rougher!)  
Ladies on the block knowing  
(from this point on it only gets rougher!)  
Junkies on the corner knowing, but still get high  
(from this point on it only gets rougher!)  
  
[Big Boi]  
Well here's a formal introduction  
Something to make you ponder  
The situation's ugly, like ""In Living Color""'s Wanda (word up!)  
Well everybody play dumb, but there's some that succumb  
  
And fall victim, I will overcome any hurdle or obstacle that's in my path  
Fast cash should be the last resort so make it last for the risk you took  
Trick, you shook your ass for some hundred dollar heels and a designer bag  
Now that's ass backwards  
  
All you got in the refrigerator is bratwurst  
Your stomach is balled in a knot, you got that phat purse  
Pocketbook, stop and look, pockets look void  
Destroyed by the need to indulge and enjoy the finer things in life right?  
  
Your dignity, your only sacrifice, slim as your chances of being somebody's
wife  
They seeing ya butt, booty naked every night, ain't nothing right or wrong!  
  
[Chorus]  
  
[Big Boi]  
Even though things started falling apart  
Wanda went and bought a Honda  
Now she's out of a job, she would slob on a knob  
For a little less than a yard, a massage you could drill her like a sarge  
  
She would charge and rob  
Pick through yo' pockets  
She got the tricks watch and the silver locket  
That he bought for his wife but Wanda left her license  
  
On the night stand fuckin' with this white man  
She met in a little red Corvette paid for sex  
Made a deal that she would never forget you can bet  
Every action has a positive and equal reaction  
  
Therefore everything that goes around comes around in that fashion  
Fast and furiously, the was a knock on the sliding glass door (bitch, it's
me!)  
You thought you was slick the way you hit me for that lick  
But you slipped now I'm getting in your shit!  
  
[Chorus]

",Speakerboxxx/The Love Below,2003,"Pop, Hip-hop/rap",United States,28,"['In Living Color', 'Nothing', 'Door', 'Refrigerator', 'Massage', 'Substance dependence', 'Buckie', 'Sliding glass door', 'Bratwurst', 'Honda', 'Corvette', 'Big Boi', 'Locket', 'Wanda', 'Pick', 'rob', '100']","['In Living Color', 'Nothing']"

96,97,Outkast,Mutron Angel,/o/outkast/mutron+angel_20482049.html,"In the eye of the storm  
Looking out through the rain  
Gabriel, blow your horn  
They shield me from tsunamis and the hurricane  
  
[Chorus]  
Catch the right ride in the nick of time  
Soldiers stay affronted then they blow your mind  
Bold ass soldiers marching off to war  
No idea what we're in for  
Powerful, magnificent and so divine  
Soldiers stay affronted it'll blow your mind  
  
Hear a thunderous voice  
Shouting there will be no peace  
Until our people rejoice  
When every boy and girl is freed  
You see it's going down  
The wars and the mysteries  
But my friends, there'll be better days  
And a better way  
According to the prophecy  
  
[Bridge]  
It would be so nice  
To look up at paradise  
By all means we must go  
Or are you in the know  
Like all the way up, so child,  
  
You been a friend of mine  
  
[Chorus]  
  
You been a friend of mine  
  
[Bridge]

",Whild Peach,2006,Hip-hop/rap,United States,31,"['Prophecy', 'Tropical cyclone', 'Refrain', 'Tsunami', 'Soldier', 'Powerful', 'Gabriel']","['Tropical cyclones', 'Tropical cyclone seasons', 'Atlantic hurricanes', 'Atlantic hurricane seasons', 'Natural disasters', 'Windstorms', 'Tropical meteorology', 'Vortices', 'Seasons', 'Storm']"

97,98,Outkast,Pink And Blue,/o/outkast/pink+blue_10198166.html,"Pretty pink baby blue  
Why dont(why dontcha) teach me sumthin new  
We're all(we're all) just babies in my veiw  
So crawl baby crawl baby  
(repeat)  
  
Miss lady  
You coulda been born a little later but I don't care  
So what if yo head sports a couple of gray hairs  
Same hea and actually I think its funky  
(in a Claire Huxtible type of way)  
Miss lady  
It looks to me like you need a little juice in ya life  
Call me when dat big old house get lonelyfied  
And I'll telleport from here to there  
You show me how its sposed to be done  
I'll make sure you have young fun  
  
Pretty pink baby blue  
Why dont(why dontcha) teach me sumthin new  
We're all(we're all) just babies in my veiw  
So crawl baby crawl baby  
(repeat)  
  
You're so sophisticated  
Just me and miss lady  
Got me talkin like a baby  
You got me talkin like a baby that baby talk  
(keep repeating until fade)

",Speakerboxxx/The Love Below,2003,"Pop, Hip-hop/rap",United States,28,"['Baby talk', 'Claire Huxtible', 'Miss']","['Television episodes', 'American television episodes', 'Entertainment', 'Television series', 'Baby talk', 'Fiction', 'Recorded music', 'Creative works', 'Music', 'Albums']"

98,99,Outkast,True Dat,/o/outkast/true+dat_10198146.html,"Operatin under the crooked american system too long  
Outkast, pronounced out cast  
Adjective meaning homeless, or unaccepted in society  
But let's look deeper than that  
Are you an outkast?  
If you understand and feel the basic principles and  
Fundamental truths contained within this muzik, you probably are  
If you think it's all about pimpin hoes and slammin cadillac do's  
You probably a cracker, or a nigga that think he a cracker  
Or maybe just don't understand  
An outkast is someone who is not considered to be part of the normal world  
He is looked at differently  
He is not accepted because of his clothes, his hair  
His occupation, his beliefs or his skin color  
Now look at yourself, are you an outkast? I know I am  
As a matter of fact, fuck being anything else  
It's only so much time left in this crazy world  
Wake up niggaz and realize what's goin on around you  
Poisonin of the food and water  
Tamperin of ciggarettes  
Disease engineering control over your life  
Take back your existance or die like a punk  
This is big rube, sayin right on to the real, and death to the fakers  
Peace out

",Southernplayalisticadillacmuzik,1994,Hip-hop/rap,United States,19,"['Truth', 'Fuck', 'Outkast', 'Big Rube', 'Punk rock', 'Clothing', 'Cadillac', 'Disease', 'Nigga']","['Metaphysics', 'Philosophical theories', 'Cognitive science', 'Philosophy', 'Truth', 'Theoretical philosophy', 'Epistemology', 'Culture', 'Propositional attitudes', 'Psychological attitude']"

99,100,Santana,Shades Of Time,/s/santana/shades+of+time_20121566.html,"Tell me the things that you see  
Or is it some time that you need  
All of the things that you've done  
I'm certain that you had your fun  
  
Go out and make it better  
You can make it if you try  
Try to make it better  
  
Somebody calls in the night  
Says he can make things go right  
I know there'll soon come a day  
Things will start falling your way  
  
I'll try to help if I can  
So don't hide your head in the sand, oh no  
Why are you feeling so low  
You're wondering where will you go

",Santana,1969,Rock,United States,22,,"['Television episodes', 'American television episodes', 'Albums', 'Television series', 'Recorded music', 'Entertainment', 'Music media', 'Sound recording', 'Creative works', 'Music industry']"

100,101,Santana,Let Me,/s/santana/let+me_20604832.html,"Are you?  
Are you people get around?  
  
Listen  
Listen to the summer sound  
You're fine  
  
What you need is what you want  
What you need is what you want  
What you need is what you want  
What you need is what you want  
What you need is what you want  
  
Let me  
Let me take you by the hand  
To the  
To the promised wonder land  
  
What you need is what you want  
What you need is what you want  
What you need is what you want

",Shango,1982,Classic rock,United States,35,,"['Albums', 'Recorded music', 'Popular music', 'American television episodes']"

101,102,Santana,Praise,/s/santana/praise_20121358.html,"Let me begin by telling you  
Something that happened turned my head around  
I took a walk on a cloudy day  
I met a friend, this is what he said  
  
Now is the time for change  
I'm trying to get to a higher place  
Life is surrounded by grace  
Let's join together singing songs of freedom  
  
What do you do when you gain the world  
You pay the price, baby, you lose your soul  
Live in a world of make believe  
It won't work, baby, can't you see?  
  
Now is the time for change  
I'm trying to get to a higher place  
Life is surrounded by grace  
Let's join together singing songs of freedom  
  
Praise  
Praise  
  
It's three o' clock in the mornin'  
When I'm all by myself  
And I feel the spirit comin' on again  
  
Now is the time for change  
I'm trying to get to a higher place  
Life is surrounded by grace  
Let's join together singing songs of freedom

",Freedom,1987,Classic rock,United States,40,['Soul'],"['Recorded music', 'Songs', 'Music', 'Popular music', 'Music media', 'Albums', 'Musical compositions', 'Pop music', 'Pop songs', 'Vocal music']"

102,103,Santana,Stand Up,/s/santana/stand+up_20121464.html,"Love brings a change  
I want to take a chance  
And let it grow  
I trust my feelings  
I want to be with you  
Wherever you go  
  
Oh baby  
We're more than friends  
So precious it should never end  
Oh baby  
Can't help but win  
  
Stand up, say it loud  
What we need is a lot more love  
Stand up, say it loud  
What we need is a lotta good good love  
  
Tonight is our turn  
We have the opportunity  
Don't be afraid  
Want to make you happy  
Satisfy the dreams inside our heads  
  
Ooh daylight comes around so fast  
I want to make this evening last  
Ooh baby, I've given my best  
  
Stand up, say it loud  
What we need is a lotta love  
Stand up, shout it out  
What we need is a lot more love  
  
Ooh baby, new dreams to share  
And someone that will truly care  
If you're lonely  
I will always be there  
  
Stand up, say it loud  
What we need is a lot more love  
Stand up, shout it out  
What we need is a lotta good good love

",Marathon,1979,Rock,United States,32,['Love'],"['Albums', 'Recorded music', 'Music media', 'Sound recording', 'Entertainment', 'Music industry', 'Television series', 'Television episodes', 'American television episodes', 'Rock albums']"

103,104,Stevie Wonder,Edge Of Eternity,/s/stevie+wonder/edge+of+eternity_20131756.html,"Wolf tickets are all you say I'm selling  
Well that goes to show what you need to know  
Cause I ain't yackin' nothin' I ain't packin'  
My love can get with your love toe to toe  
  
So when you're ready  
Really, truly ready  
Holding strong and steady  
I'll be good to go  
Cause if you start it  
I am gonna finish it  
I am gonna knock it  
Like it ain't been knocked before  
  
Getting with this  
Know you're gonna be  
Stepping off the edge of eternity  
Just one kiss  
Know it's you and me  
Stepping off to the edge of eternity  
  
Dead air time is all you say you're hearing  
Well that shows how much you don't comprehend  
Cause it's not in the loud but in the quiet  
Where lies the thing that will make your head spin  
  
So when you're willin'  
Really, truly willin'  
Not just simply illin'  
You just let me know  
Cause when you get it  
I ain't gonna quit it  
Girl, I'm gonna hit it  
Like it ain't been hit before  
  
Gettin' with this  
Know you're gonna be  
Stepping off to the edge of eternity  
Just one kiss  
Know it's you and me  
Stepping off to the edge of eternity  
  
Pie in the sky is all you say I can deliver  
Well wait til you feel what I've got in store  
One hundred and eighty pounds of good and plenty  
And when you've got the need I've got some more  
  
So when you mean it  
Really, truly mean it  
Not just scheming to get to it  
We can get it on  
Cause if you woo it  
I'm going to get to it  
Girl, we're gonna do it  
Until every ounce is gone  
  
Gettin' with this  
Know you're gonna be  
Stepping off to the edge of eternity  
Just one kiss  
Know it's you and me  
Stepping off to the edge of eternity  
  
Are you ready to step off the edge into eternity  
Really, really ready to step off the edge into eternity  
Cause if you're ready to step off the edge into eternity  
We can step right off the edge into eternity  
(Repeat)

",Conversation Peace,1995,Contemporary R&B,United States,45,"['Ounce', 'Pie in the Sky (TV series)', 'Dead air', 'Eternity', 'willin', 'Wolf', 'Gettin', 'Girl', 'Dead', '180']","['Albums', 'Recorded music', 'Television episodes', 'American television episodes', 'Television series', 'Entertainment', 'Music media', 'Sound recording', 'Music industry', 'Creative works']"

104,105,Stevie Wonder,Front Line,/s/stevie+wonder/front+line_20200006.html,"I am a veteran of the war  
I up and joined the army back in nineteen sixty-four  
At sixteen, I just had to be a man at any cost  
I volunteered for Vietnam, where I got my leg shot off  
I recall a quote form a movie that said: ""who's more a man  
Than a man with a reason that's worth dyin' for?""  
  
[Chorus]  
They had me standing on the front line  
They had me standing on the front line  
They had me standing on the front line  
But now I stand at the back of the line when it comes to gettin' ahead  
  
They gave me a uniform and a tiny salty pill  
To stop the big urge I might have for the wrong kind of thrill  
They put a gun in my hand and said ""shoot until he's dead.""  
But it's hard to kill when 'please, I'm your friend' echoes through your head  
Brought up in church taught no man should take another's life  
But then put in the jungle where life has no price, no  
  
[Chorus]  
  
Back in the world, the paper reads today  
Another war is in the brewing  
But what about the lives of yesterday  
And the many happy families that have been ruined?  
My niece is a hooker, and my nephew's a junkie too  
But they say I have no right to tell them how they should do  
They laugh and say quit braggin' 'bout the war you should have never been in  
But my mind is so brain-washed I'd probably go back and do it again  
I walk the neighborhood, parading my purple heart  
With a fear of agent orange that no one will stop, no  
  
[Chorus x 2]  
  
Would you believe I do?  
  
[Chorus]

",Original Musiquarium,1982,Contemporary R&B,United States,32,"['Agent Orange', 'Purple Heart', 'Vietnam', '2']","['Agent Orange', 'Shacharit for Shabbat and Yom Tov', 'Shabbat prayers', 'Months of the Hebrew calendar', 'Torah reading', 'Culture', 'Shabbat', 'Purple Heart', 'Weekly Torah readings', 'Torah books']"

105,106,Stevie Wonder,Gotta Have You,/s/stevie+wonder/gotta+have+you_20131840.html,"Never been too much for watching  
Cause there's too many things to view  
And when eyes begin to wander  
They more than likely never get through  
But beyond my own temptation  
I'm enticed by what I see  
And I won't feel satisfaction  
Until she's where I want her to be  
  
I gotta have you, I gotta have you  
I gotta have you for me  
You are a sight for sore eyes to see  
I gotta make you my reality  
I gotta have you, I gotta have you  
I gotta have you for me  
You are a sight for sore eyes to see  
Come on girl, make you my reality  
  
Never been too much for talking  
Cause there's too many things to say  
And by the time that I start speaking  
The right moment has slipped away  
But I must break this old tradition  
And try to muster up the words  
And though someone else may have said them  
I'll say them in way you've never heard  
  
I gotta have you, I gotta have you  
I gotta have you for me  
You are a sight for sore eyes to see  
I've gotta make you my reality  
I gotta have you, I gotta have you  
I gotta have you for me  
You are a sight for sore eyes to see  
Come on girl, make you my reality  
Gotta be, gotta be, gotta be reality, baby  
Gotta be, gotta be, gotta be reality, baby  
(Repeat)  
  
Never been too much for touching  
Cause there's too many things to feel  
Plus there's too much disappointment  
When you find out those feelings ain't real  
But here's a time when inner senses  
Are gonna have to shine the light  
Cause I have overly committed  
Myself in thinking that you're alright  
  
I gotta have you, I gotta have you  
I gotta have you for me  
You are a sight for sore eyes to see  
I gotta make you my reality  
I gotta have you, I gotta have you  
I gotta have you for me  
You are a sight for sore eyes to see  
Come on girl, make you my reality  
Gotta be, gotta be, gotta be reality, baby  
Gotta be, gotta be, gotta be reality, baby  
(Repeat)

",Jungle Fever,1991,Contemporary R&B,United States,41,"['Visual perception', 'Eye']","['Visual perception', 'Eye', 'Entertainment', 'Albums', 'Recorded music', 'Television episodes', 'Music media', 'Television series', 'American television episodes', 'Creative works']"

106,107,Stevie Wonder,Sir Duke,/s/stevie+wonder/sir+duke_20131892.html,"Music is a world within itself  
With a language we all understand  
With an equal opportunity  
For all to sing, dance and clap their hands  
But just because a record has a groove  
Don't make it in the groove  
But you can tell right away at letter A  
When the people start to move  
  
They can feel it all over  
They can feel it all over people  
They can feel it all over  
They can feel it all over people  
  
Music knows it is and always will  
Be one of the things that life just won't quit  
But here are some of music's pioneers  
That time will not allow us to forget  
For there's Basie, Miller, Sachmo  
And the king of all Sir Duke  
And with a voice like Ella's ringing out  
There's no way the band can lose  
  
You can feel it all over  
You can feel it all over people  
You can feel it all over  
You can feel it all over people  
You can feel it all over  
You can feel it all over people  
You can feel it all over  
You can feel it all over people  
You can feel it all over  
You can feel it all over people  
You can feel it all over  
You can feel it all over people  
You can feel it all over  
You can feel it all over people  
You can feel it all over  
  
I can feel it all over-all over now people  
Can't you feel it all over  
Come on let's feel it all over people  
You can feel it all over  
Everybody-all over people

",Songs in the Key of Life,1976,Classic soul,United States,26,"['Music', 'Basie', 'Sir Duke', 'Ella', 'Sachmo', 'Miller']","['Entertainment', 'Music', 'Performing arts', 'Culture', 'Popular music', 'Fiction', 'American styles of music', 'African-American music', 'Literature', 'Recorded music']"

107,108,Stevie Wonder,Sorry,/s/stevie+wonder/sorry_20131762.html,"Into each life there comes a time  
When you must pay your lovers' dues  
Breakin' out in a cold sweat  
Cause you've been rightfully accused  
  
I'm not such a strong man  
That love can't make me weak  
You're walkin' out the door  
And it's hurting me so deep, so deep  
  
And I'm sorry  
Sorry that I made you cry  
Sorry, sorry that I told you lies  
I'm sorry, sorry the way we fuss and fight  
I'm sorry, sorry cause now you're  
Saying goodbye to me  
  
Every young boy will grow up  
To then become a man  
Then the difference from wrong and right  
He clearly understands  
I'm not such a big man  
That I can't break down in tears  
Cause my whole body went into shock  
When you told me you were out of here! Out of here!  
  
And I'm sorry  
Sorry that I made you cry  
Sorry, sorry that I told you lies  
I'm sorry, sorry the way we fuss and fight  
I'm sorry, sorry cause now you're saying  
Goodbye to me, to me  
  
I'm sorry baby, that I ever did it to you  
I'm sorry baby, that I ever made you cry  
I'm sorry baby, that I ever did it to you  
I'm sorry baby, that I ever told you lies  
I'm sorry baby, that I ever did it to you  
I'm sorry baby, sorry the way we fuss and fight  
I'm sorry baby, that I ever did it to you  
I'm sorry baby, so sorry  
  
If you added up all the good times  
And compared them with the bad  
You'd realize that our love  
Was the best you ever had  
  
I'm not such a proud man  
That I won't cop a plea  
See me baby girl, I'm on my knees  
Beggin please, baby please, baby please, oh yeah  
  
I'm sorry, sorry that I made you cry  
Sorry, sorry that I told you lies  
I'm sorry, I'm sorry the way we fuss and fight  
I'm sorry, sorry cause now you're  
Saying goodbye to me, me baby, me baby, me baby  
  
I'm sorry baby, that I ever did it to you  
I'm sorry baby, that I ever told you lies  
I'm sorry baby, that I ever did it to you  
I'm sorry baby, that I ever made you cry  
I'm sorry baby, that I ever did it to you  
I'm sorry baby, sorry the way we fuss and fight  
I'm sorry, I'm sorry, I'm sorry, sorry, sorry,  
Sorry, sorry (repeat)

",Conversation Peace,1995,Contemporary R&B,United States,45,"['Breakin', 'Beggin']","['Television episodes', 'Television series', 'Entertainment', 'American television episodes', 'Fiction', 'Literature', 'Novels', 'Creative works', 'Television programs', 'Culture']"

108,109,Stevie Wonder,Isn't She Lovely,/s/stevie+wonder/isnt+she+lovely_20131910.html,"Isn't she lovely  
Isn't she wonderful  
Isn't she precious  
Less than one minute old  
I never thought through love we'd be  
Making one as lovely as she  
But isn't she lovely made from love  
Isn't she pretty  
Truly the angel's best  
Boy, I'm so happy  
We have been heaven blessed  
I can't believe what God has done  
Through us he's given life to one  
But isn't she lovely made from love  
Isn't she lovely  
Life and love are the same  
Life is Aisha  
The meaning of her name  
Londie, it could have not been done  
Without you who conceived the one  
That's so very lovely made from love

",Songs in the Key of Life,1976,Classic soul,United States,26,"['Heaven', 'God', 'Aisha', 'Londie', '1']","['Religion', 'Religious belief and doctrine', 'Theology', 'Christianity', 'Religious behaviour and experience', 'Religious philosophy', 'Mythology', 'Christian theology', 'Abrahamic religions', 'God']"

109,110,Stevie Wonder,Keep On Running,/s/stevie+wonder/keep+on+running_20131852.html,"Some gonna get you  
Some gonna grab you  
Some gonna jump out of the bushes and grab you  
Whole lotta folks, you better run faster.  
  
Some gonna grab you  
Some gonna jump out of the bushes and grab you  
Some gonna grab you  
You need this thing to grab you  
  
Keep on running  
Keep on running from my love  
Keep on running  
Keep on running from my love  
  
Some folks say that you're really, really fine,  
All you want to be is just a friend of mine,  
But I know, the man your with gonna break your heart,  
And you'll be sad real soon.  
  
Keep on running,  
Keep on running from my love,  
Keep on running  
Keep on running from my love.  
  
Some folks say that you're really, really fine  
But all you want to be is just a friend of mine,  
But I know I'm gonna get you with him -real soon.  
  
Why do you keep  
Keep on running, running from my love  
Keep on running from  
Keep on running, running from my love  
I need you baby  
Keep on running, running from my love  
And everyday  
Keep on running, running from my love  
  
Keep on running  
Keep on running from my love  
Keep on running  
Keep on running from my love  
  
Some folks say that your love is really good  
All you want to be is just a friend of mine,  
But I know, I'm gonna get you in the end  
'Cause I need you so  
  
Keep on running  
Keep on running, running from my love

",Music of My Mind,1972,Classic soul,United States,22,,"['Albums', 'Recorded music', 'Music media', 'Television episodes', 'American television episodes', 'Sound recording', 'Music industry', 'Rock albums', 'Rock music', 'Entertainment']"

110,111,Weezer,Devotion,/w/weezer/devotion_20145634.html,"Suddenly our shortcomings don't seem to matter at much  
Your IQ is 20 points low  
And I'm no Six Foot Hot Look All American Man  
  
Sad to say I pushed you away  
Waiting for ""Mrs. Right""  
You never gave up  
  
[Chorus]  
Devotion  
Waiting for me  
You'll always be my girlfriend  
I too am waiting for you  
I'll always be your friend  
  
I commend your stubbornness  
Without it we'd never got this far  
I am done with perfection  
Chasing her leaves me with nothing but pain  
  
Unlike you  
She isn't true  
She's got her own concerns  
You never gave up  
  
[Chorus: x2]

",Pinkerton,1996,Alternative/Indie,United States,26,"['United States', 'Refrain', 'Right', '6', '20']","['Literature', 'Songs', 'Music', 'Fiction', 'Recorded music', 'Pop songs', 'Entertainment', 'Singles (music)', 'Musical compositions', 'Pop music']"

111,112,Weezer,Don't Let Go,/w/weezer/dont+let+go_20145655.html,"Whoa-oh-oh x 2  
  
Any time that you want  
I'll be here in your arms  
Silently hlding on  
To the girl with the charms  
  
But if there  
Comes a day  
You should turn your heart away  
I'll be down  
On my knees  
Begging for that girl to stay  
  
Don't let go  
Oo whoa-oh-oh (x 2)  
  
Anything you desire  
I will set at your feet  
With a kiss in the air  
For the Gods to receive  
  
But if there  
Comes a day  
You should turn your heart away  
I'll be down  
On my knees  
Begging for that girl to stay  
  
Confrontations in my mind  
Got me running out of time  
  
Don't let go  
Oo whoa-oh-oh (x 2)  
  
But if there  
Comes a day  
You should turn your heart away  
I'll be down  
On my knees  
Begging for that girl to stay  
  
Confrontations in my mind  
Got me running out of time  
  
Don't let go  
Oo whoa-oh-oh (x 4)

",Weezer,2001,Alternative/Indie,United States,31,"['4', '2', 'Gods']","['Religion', 'Religious belief and doctrine', 'Religious behaviour and experience', 'Culture', 'Literature', 'Philosophy', 'Theology', 'Religious faiths, traditions, and movements', 'Entertainment', 'Christianity']"

112,113,Weezer,Hold Me,/w/weezer/hold+me_10186459.html,"I am terrified of all things.  
Frightened of the dark.  
I am.  
You are taller than a mountain.  
Deeper than the sea.  
You are.  
  
Hold me.  
Hold me.  
Take me with you 'cause I'm lonely.  
  
I was closer to you back then.  
I was happier.  
I was.  
You are fading further from me.  
Why don't you come home to me?  
  
Hold me.  
Hold me.  
Take me with you 'cause I'm lonely.  
  
I am...  
I am...  
Cold.  
  
Hold Me.  
  
Hold me.  
Hold me.  
Take me with you 'cause I'm lonely.  
Hold me.  
Hold me.  
Take me with you 'cause I'm lonely.  
Hold me.  
Hold me.

",Make Believe,2005,Alternative/Indie,United States,35,,"['Literature', 'Fiction', 'Fantasy', 'Speculative fiction', 'Novels', 'Entertainment', 'Mythology']"

113,114,Weezer,Living Without You,/w/weezer/living+without+you_20249441.html,"I want to go  
To see your house,  
To see how you're living.  
Living without you.  
  
And if you care,  
I'm wanting you  
From such a distance.  
Living without you.  
  
And if you want to try  
To speak to me again  
I'll be your bestest friend.  
Whoa, ohhh, ohhh.  
And I want you.  
Ohhh, ohhh, oohh.  
  
The things you wrote  
To cut me off  
When I was trying.  
Living without you.  
  
To get with you  
Would be your friend.  
Make me feel so bad.  
Living without you.  
  
And if you want to try  
To speak to me again  
I'll be your bestest friend.  
Whoa, ohhh, ohhh.  
And I want you.  
Ohhh, ohhh, oohh.  
  
Yeah, sweet girl  
I need you.  
Oooh, I think it could be so good.  
  
[Solo]  
And if you want to try  
To speak to me again  
I'll be your bestest friend.  
Whoa, ohhh, ohhh.  
And I want you.  
Ohhh, ohhh, ohhh.  
  
Yeah, sweet girl  
I need you.  
Oooh, I think it could be so good.

",Maladroit,2002,Alternative/Indie,United States,32,"['Ohhh', 'Whoa']","['Albums', 'Recorded music', 'Rock albums', 'Music media', 'Rock music', 'Music industry', 'Sound recording', 'Television episodes', 'Entertainment', 'Music']"

114,115,Weezer,Beverly Hills,/w/weezer/beverly+hills_10186456.html,"Where I come from isn't all that great  
My automobile is a piece of crap  
My fashion sense is a little whack  
And my friends are just as screwy as me  
  
I didn't go to boarding schools  
Preppie girls never looked at me  
Why should they?  
I ain't nobody, got nothing in my pocket  
  
Beverly Hills, that's where I want to be  
Livin' in Beverly Hills  
Beverly Hills, rolling like a celebrity  
Livin' in Beverly Hills  
  
Look at all those movie stars  
